Agency,Agency_Name,Borough,Location_Type,Street_Name,Complaint_Type,Descriptor,Incident_Zip
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,VAN NEST AVENUE,DOOR/WINDOW,DOOR,10460
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,11234
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,EAST   14 STREET,PAINT/PLASTER,CEILING,11230
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11436
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11377
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11375
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11358
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11103
DSNY,Department of Sanitation,MANHATTAN,Mixed Use,8 AVENUE,Graffiti,Graffiti,10027
DOT,Department of Transportation,QUEENS,,LONG ISL EXPY,Street Light Condition,Multiple Street Lights Out,
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,DOWNING STREET,PLUMBING,BASIN/SINK,10014
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,ELDER AVENUE,PLUMBING,BASIN/SINK,10472
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,SHERMAN AVENUE,PAINT/PLASTER,CEILING,10034
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,11226
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Veh Signal Visor,11432
HPD,Department of Housing Preservation and Development,QUEENS,RESIDENTIAL BUILDING,35 STREET,DOOR/WINDOW,DOOR,11103
DSNY,BCC - Brooklyn North,BROOKLYN,Street,EAST   52 STREET,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,11203
DOT,Department of Transportation,BROOKLYN,,GOWANUS EXPY,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DOB,Department of Buildings,QUEENS,,GROTON STREET,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,11375
DOB,Department of Buildings,MANHATTAN,,FORT WASHINGTON AVENUE,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,10033
DEP,Department of Environmental Protection,BROOKLYN,,GARFIELD PLACE,Lead,Lead Kit Request (Residential) (L10),11215
DSNY,A - Brooklyn,BROOKLYN,Sidewalk,,Dirty Conditions,E3 Dirty Sidewalk,11201
DSNY,BCC - Queens East,QUEENS,Sidewalk,POMPEI ROAD,Missed Collection (All Materials),1 Missed Collection,11423
DEP,Department of Environmental Protection,MANHATTAN,,WEST   22 STREET,Noise,Noise: Construction Equipment (NC1),10011
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,WEST  108 STREET,UNSANITARY CONDITION,MOLD,10025
DEP,Department of Environmental Protection,QUEENS,,153 STREET,Water System,Dirty Water (WE),11367
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,3 AVENUE,UNSANITARY CONDITION,MOLD,10457
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,BEAUMONT AVENUE,WATER LEAK,SLOW LEAK,10458
DSNY,A - Queens,QUEENS,Sidewalk,153 STREET,Other Enforcement,E2A Storage Of Receptacles,11433
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,METROPOLITAN AVENUE,PAINT/PLASTER,WALL,10462
DOB,Department of Buildings,BROOKLYN,,CHESTER COURT,Building/Use,Illegal Conversion Of Residential Building/Space,11225
DSNY,BCC - Brooklyn South,BROOKLYN,Sidewalk,5 STREET,Missed Collection (All Materials),2 Bulk-Missed Collection,11215
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,ELDER AVENUE,APPLIANCE,ELECTRIC/GAS RANGE,10472
HPD,Department of Housing Preservation and Development,QUEENS,RESIDENTIAL BUILDING,BEACH   31 STREET,ELECTRIC,NO LIGHTING,11691
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,WEST   22 STREET,FLOORING/STAIRS,FLOOR,10011
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,WEST END AVENUE,FLOORING/STAIRS,FLOOR,10025
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,
DSNY,BCC - Queens West,QUEENS,Sidewalk,58 AVENUE,Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,11379
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,EAST    2 STREET,PAINT/PLASTER,CEILING,11218
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,11214
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,11233
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,COLUMBUS AVENUE,PAINT/PLASTER,WALL,10024
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11375
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,WEST   16 STREET,PLUMBING,BASIN/SINK,11224
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11360
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,11231
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,11221
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11358
DOB,Department of Buildings,BROOKLYN,,PRESIDENT STREET,General Construction/Plumbing,Excavation Undermining Adjacent Building,11231
DOT,Department of Transportation,STATEN ISLAND,,,Traffic Signal Condition,Pedestrian Signal,10303
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,NICHOLS AVENUE,Graffiti,Graffiti,11208
DSNY,BCC - Bronx,BRONX,Street,PATTERSON AVENUE,Derelict Vehicles,14 Derelict Vehicles,10473
DOT,Department of Transportation,QUEENS,,213 STREET,Street Light Condition,Lamppost Leaning,11428
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,WEST   44 STREET,PLUMBING,TOILET,10036
DSNY,BCC - Brooklyn South,BROOKLYN,Street,EAST   52 STREET,Derelict Vehicles,14 Derelict Vehicles,11234
DEP,Department of Environmental Protection,BROOKLYN,,3 AVENUE,Noise,Noise: Construction Before/After Hours (NM1),11215
DOT,Department of Transportation,QUEENS,,225 STREET,Street Light Condition,Street Light Lamp Dim,11411
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,QUINCY STREET,UNSANITARY CONDITION,MOLD,11221
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,CAULDWELL AVENUE,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10455
HPD,Department of Housing Preservation and Development,QUEENS,RESIDENTIAL BUILDING,31 STREET,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11106
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,5 AVENUE,UNSANITARY CONDITION,MOLD,10035
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,EASTBURN AVENUE,WATER LEAK,HEAVY FLOW,10457
DOB,Department of Buildings,MANHATTAN,,WEST   15 STREET,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,10011
DEP,Department of Environmental Protection,BROOKLYN,,UNION STREET,Water System,Leak (Use Comments) (WA2),11215
DSNY,A - Bronx,BRONX,Lot,CAULDWELL AVENUE,Dirty Conditions,E3A Dirty Area/Alleyway,10455
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Fixture/Luminaire Out Of Position,
DOB,Department of Buildings,MANHATTAN,,AVENUE C,Emergency Response Team (ERT),Lights From Parking Lot Shining On Building,10009
DOT,Department of Transportation,QUEENS,,LONG ISL EXPY,Street Light Condition,Multiple Street Lights Out,
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,WEST   44 STREET,PLUMBING,BASIN/SINK,10036
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,EAST  177 STREET,APPLIANCE,ELECTRIC/GAS RANGE,10453
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,RIVERSIDE DRIVE,ELECTRIC,WIRING,10031
DOB,Department of Buildings,MANHATTAN,,PARK AVENUE SOUTH,General Construction/Plumbing,Site Conditions Endangering Workers,10010
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,11225
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11379
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,LAFAYETTE AVENUE,PLUMBING,BASIN/SINK,10474
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,11213
DOT,Department of Transportation,BROOKLYN,,,Street Light Condition,Street Light Out,11207
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11373
DOT,Department of Transportation,QUEENS,,173 ST,Street Light Condition,Street Light Out,
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11412
DSNY,Department of Sanitation,MANHATTAN,Mixed Use,LUDLOW STREET,Graffiti,Graffiti,10002
DOB,Department of Buildings,QUEENS,,31 DRIVE,Special Enforcement,SEP - Professional Certification Compliance Audit,11354
DOB,Department of Buildings,BROOKLYN,,ECKFORD STREET,Special Enforcement,SEP - Professional Certification Compliance Audit,11222
DOT,Department of Transportation,BRONX,,,Traffic Signal Condition,Controller,
DSNY,BCC - Queens East,QUEENS,Sidewalk,23 AVENUE,Missed Collection (All Materials),1 Missed Collection,11357
DOT,Department of Transportation,STATEN ISLAND,,CONRAD AVENUE,Street Light Condition,Street Light Out,10314
DSNY,BCC - Staten Island,STATEN ISLAND,Sidewalk,WEED AVENUE,Missed Collection (All Materials),2R Bulk-Missed Recy Collection,10306
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,10473
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,RIVERSIDE DRIVE,PAINT/PLASTER,CEILING,10031
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,10025
DOB,Department of Buildings,BROOKLYN,,HIMROD STREET,Elevator,Elevator - Defective/Not Working,11221
DSNY,A - Brooklyn,BROOKLYN,Lot,STUART STREET,Dirty Conditions,E3A Dirty Area/Alleyway,11229
DSNY,BCC - Bronx,BRONX,Sidewalk,EAST  174 STREET,Litter Basket / Request,10 Litter Basket / Request,10472
DSNY,BCC - Staten Island,STATEN ISLAND,Sidewalk,RATHBUN AVENUE,Missed Collection (All Materials),2R Bulk-Missed Recy Collection,10312
DOB,Department of Buildings,BROOKLYN,,GRAND STREET,Elevator,Elevator - Defective/Not Working,11211
DSNY,A - Queens,QUEENS,Sidewalk,UTOPIA PARKWAY,Dirty Conditions,E3 Dirty Sidewalk,11365
DSNY,BCC - Brooklyn South,BROOKLYN,Sidewalk,6 AVENUE,Missed Collection (All Materials),1 Missed Collection,11217
DSNY,Queens East 12,QUEENS,Sidewalk,,Missed Collection (All Materials),1R Missed Recycling-All Materials,
HPD,Department of Housing Preservation and Development,Unspecified,,,HPD Literature Request,The ABCs of Housing,
DOF,Correspondence Unit,BROOKLYN,Property Address,,DOF Property - Payment Issue,Other Billing Issue,11234
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,STANTON STREET,HEAT/HOT WATER,ENTIRE BUILDING,10002
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,WEST  107 STREET,PAINT/PLASTER,CEILING,10025
DEP,Department of Environmental Protection,QUEENS,,,Sewer,Manhole Cover Broken/Making Noise (SB),11418
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DSNY,BCC - Queens West,QUEENS,Street,,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,11418
DEP,Department of Environmental Protection,BROOKLYN,,KNICKERBOCKER AVENUE,Water System,Hydrant Running Full (WA4),11207
DSNY,A - Brooklyn,BROOKLYN,Sidewalk,POLY PLACE,Dirty Conditions,E3 Dirty Sidewalk,11209
DOT,Department of Transportation,MANHATTAN,Street,EAST 89 STREET,Street Condition,Cave-in,10128
DOB,Department of Buildings,BRONX,,GRAND AVENUE,Elevator,Elevator - Defective/Not Working,10453
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11358
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,WEST    8 STREET,PAINT/PLASTER,CEILING,10011
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,PARK AVENUE,PAINT/PLASTER,CEILING,10458
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,BRIGHTON    4 STREET,PAINT/PLASTER,CEILING,11235
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11412
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11420
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Street Light Out,11361
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,EAST  164 STREET,PLUMBING,BATHTUB/SHOWER,10456
DOT,Department of Transportation,QUEENS,,FLUSHING MEADOWS PARK,Street Light Condition,Street Light Out,
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,Controller,11212
DOT,Department of Transportation,QUEENS,,,Street Light Condition,Glassware Broken,11367
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,EAST MOSHOLU PARKWAY NORTH,UNSANITARY CONDITION,MOLD,10467
DEP,Department of Environmental Protection,MANHATTAN,,WEST  147 STREET,Water System,Hydrant Running Full (WA4),10031
DOT,Department of Transportation,QUEENS,,RIKERS ISL BRIDGE,Street Light Condition,Street Light Out,
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,BROADWAY,GENERAL,CABINET,10031
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,WEST  177 STREET,GENERAL,CABINET,10033
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,MOTHER GASTON BOULEVARD,ELECTRIC,NO LIGHTING,11212
TLC,Taxi and Limousine Commission,QUEENS,,98 PLACE,Taxi Complaint,Driver Complaint,11374
DOT,Department of Transportation,MANHATTAN,,,Street Light Condition,Street Light Out,10004
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,JEROME AVENUE,PAINT/PLASTER,CEILING,10452
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,EAST   51 STREET,GENERAL,COOKING GAS,11203
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,WEST    8 STREET,PAINT/PLASTER,CEILING,10011
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,10462
DSNY,Department of Sanitation,BROOKLYN,Mixed Use,COLUMBIA STREET,Graffiti,Graffiti,11231
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Controller,11374
DOT,Department of Transportation,QUEENS,,,Traffic Signal Condition,Controller,11370
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,Controller,11249
HPD,Department of Housing Preservation and Development,MANHATTAN,RESIDENTIAL BUILDING,FT WASHINGTON AVENUE,PLUMBING,TOILET,10032
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,CORTELYOU ROAD,WATER LEAK,DAMP SPOT,11226
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,EAST   55 STREET,WATER LEAK,HEAVY FLOW,11203
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,EAST   55 STREET,WATER LEAK,HEAVY FLOW,11203
DEP,Department of Environmental Protection,MANHATTAN,,AMSTERDAM AVENUE,Water System,Hydrant Running (WC3),10032
DEP,Department of Environmental Protection,BRONX,,,Water System,Hydrant Running (WC3),10467
DEP,Department of Environmental Protection,MANHATTAN,,,Water System,Hydrant Defective (WC2),10017
DEP,Department of Environmental Protection,BRONX,,CARPENTER AVENUE,Water System,Hydrant Running Full (WA4),10466
DSNY,Department of Sanitation,BROOKLYN,Residential,EAST   17 STREET,Graffiti,Graffiti,11230
HPD,Department of Housing Preservation and Development,BRONX,RESIDENTIAL BUILDING,EAST  174 STREET,UNSANITARY CONDITION,PESTS,10472
HPD,Department of Housing Preservation and Development,BROOKLYN,RESIDENTIAL BUILDING,SCHENECTADY AVENUE,WATER LEAK,SLOW LEAK,11203
DEP,Department of Environmental Protection,BROOKLYN,,EUCLID AVENUE,Water Conservation,Illegal Use Of A Hydrant (CIN),11208
DSNY,A - Brooklyn,BROOKLYN,Sidewalk,EMPIRE BOULEVARD,Dirty Conditions,E3 Dirty Sidewalk,11225
DSNY,A - Staten Island,STATEN ISLAND,Lot,MCLAUGHLIN STREET,Dirty Conditions,E3A Dirty Area/Alleyway,10305
HPD,Department of Housing Preservation and Development,QUEENS,RESIDENTIAL BUILDING,123 STREET,DOOR/WINDOW,DOOR,11420
DOT,Department of Transportation,BRONX,,,Street Light Condition,Street Light Out,
DOT,Department of Transportation,MANHATTAN,Street,EAST 89 STREET,Street Condition,Failed Street Repair,10128
DOB,Department of Buildings,MANHATTAN,,MADISON AVENUE,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,10029
DOT,Department of Transportation,STATEN ISLAND,,,Street Light Condition,Street Light Out,10308
HPD,Department of Housing Preservation and Development,QUEENS,RESIDENTIAL BUILDING,123 STREET,PLUMBING,BATHTUB/SHOWER,11420
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,Controller,11201
DOT,Department of Transportation,BROOKLYN,,,Traffic Signal Condition,Controller,11216
DOT,Department of Transportation,MANHATTAN,,EDGECOMBE AVENUE,Street Light Condition,Street Light Out,10031
DSNY,Manhattan 07,MANHATTAN,Sidewalk,WEST   89 STREET,Missed Collection (All Materials),1 Missed Collection,10024
